,main_post,reply_post,fold,label
1016,"بالنسبة لقاسم النجار وشادي البوريني ، اعذروهم يا جماعة 
لو كانت الاحداث في غزة كان سمعتوا صوتهم ..

ما كتبوا حرف عن اغتيال نزار بنات ، ولا عن قمع المظاهرات في رام الله ..

ببساطة لانهم رخاص ، يمكن مش فاضيين وبجهزوا اغنية تسحيجية جديدة لعباس او منيب المصري بدو اياهم بموضوع",<USER> في شبيحة ونبيحة هدول من الفئة الثانية,1,Neutral
1017,خلال ساعات الليلة قامت قواتنا بأعمال تمشيط واسعة في ضوء رصد آثار مشتبه فيهما في منطقة السياج الأمني مع لبنان. يتضح من المؤشرات في الميدان ان الحديث ليس عن عمل تخريبي. تواصل القوات أعمال البحث التي تشارك فيها أيضًا قوات الشرطة. السكان في البلدات المجاورة عادوا الى الحياة الطبيعية,<USER> يعني كانوا في #جهاد_الملاجئ,2,Neutral
1018,الرئيس عون دعا الى إجتماع للمجلس الأعلى للدفاع يوم غد الثلاثاء في قصر بعبدا للبحث في الأوضاع الأمنية في البلاد والتطورات الأخيرة,<USER> يا رب شي يوم نصبح بدونك...,1,Negative
1019,"بما انو قصة الكهربا مطولة
مين بيعرف مع مين لازم نحكي بلبنان لنركب نظام طاقة شمسية؟
شكرا سلفا للردود وانشا الله يجي يوم ما نعود نعوز مافيات الموتورات والمازوت وشركة الكهربا","<USER> نظامنا الخاص بالتغذية المنزلية 👇
<link>",0,Neutral
1020,المنتشرين اليوم بفضلهم ما زال لبنان صامد، ولولاهم كانت ازمته اصعب. كانوا يحوّلوا 7 مليار دولار وبعدهم عم يحوّلوا 7 مليار بالرغم من عدم ثقتهم بالنظام المصرفي. والـ 7 مليار دولار تبعهم اليوم قيمتها مرتين أو ثلاثة أو اربعة  مرات اكثر من قبل.,<USER> انت كرهت العالم بلبنان،سواء لبنانيين او عرب او عجم ،حتى الحيوانات الي اعلى منك قيمه كرهتها منك،انت وصمة عاااار وسخه على لبنان،مزبلة التاريخ كتيييير عليك لكن مافيك تكون الا بهالمزبله، فاسد وحرااامي هذا مايعرفه كل العالم عنك،سلمت للبنان والشعب اللبناني للأرهابي حسونه تفووووو عليكن,0,Negative
1021,ناشط مصري يعلن حبه لإسرائيل <link>,<USER> الحمد لله أن الله هداني ألا أفعل,4,Neutral
1022,"كذب السنوار ولو صدق! 
لم ننتهِ بعد من حفلات الدجل والكذب التي تحييها منظمة #حماس الإرهابية على وقع التحريض وتكذيب الوقائع.. فكان لا بد من الرد #تابعوا #شاركوا #الحقيقة <link>",<USER> لكل زمان هناك كذاب وانتا يا افخاي أدرعي ستكون خليفة مسيلمة الكذاب في هذا الوقت من الزمن وبعد تحرير فلسطين وطردكم يا يهود منها سنتذكر كذبك ونضحك على خرافاتكم التي اوهمتم شعبكم بها بأنكم شعب الله المختار وأنكم اولاد الله وأنكم ملوك الأرض و........... إلى آخره,3,Negative
1023,عاجل: انتشال عشرات الجثث من تحت انفاق غزة بواسطات آليات مصرية وحماس تتكتم عن الموضوع وتطالب من اسر الضحايا عدم الصراخ والويل او اظهار اي نوع من الحداد.,<USER> كوهين عميل موسادي تخصص نشر فتن بين العرب والتخذيل والتقليل من المقاومة وصمود وتضحيات أهلنا في غزة.,0,Negative
1024,"على الوسيط أن يكون محايداً وليس طرفاً ونحن نعرف أن السيد نصرالله حريص على التيار والمسيحيين فلماذا لا يكون هو الوسيط في الملف الحكومي طالما أنه يعرف أن المطلوب إنهاءنا 
#جبران_باسيل 
#معركة_وجود",<USER> وسيط قال، يا ازلام المحاصصة والفساد والمساومة يا مهووسي الكرسي وعملاء ميليشيا ايران، يتوسط عند المرشد، بده حصته,1,Neutral
1025,فوق كل تنازلاتنا، هلّق تذكّروا او اخترعوا موضوع الثقة التي لا يمكن اعطاؤها الاّ بقناعة من اعضاء التكتل وشخصيّاته المستقلّة واحزابه. وبما يعنيني انا، الثقة هي قرار ذاتي ما حدا بيفرضه عليّ .لا اكراه في الثقة!,<USER> أجري بصباحك يا ابن ...... وحل عن سمانا وله ولك مفكر لبنان لابوك وكاتبها باسمك يا قوم,2,Negative
1026,"مين ما كان بالمطعم ، سياسيين او مش ، مقاولين او زوجات الببازات بالبلد او مجرد نخبة عايشة برات الكوكب ،شوفوا #بيروت كيف #معتّمة وانتوا عم تبرقوا برق .. 
بس مش قاهرني الا  الي كانت عم بتحاول تغني وانصعقت .
#من_الافضل_انك_تحتشمي 
هوي عارف إنك جميلو ومن حظو قاعدة مقابيلو",<USER> هذا بفضل المحور الدي تنتمين له  يا ميمي  هيدا عهد الذل عهد ميشو عون و حسون نصر اللات ، عندما تحكمنا شيعة الفرس  هكذا  و اكثر   مع تحيات فيلق الكدس,0,Negative
1027,اختلاف الرأي مش عداء لازم نتعوّد عالفكرة في بلد الكلّ مختلف مع الكلّ...صباح الخير♥️,<USER> بس ليتسمى بلد لازم يكون في مبادئ اساسية متفق عليها الجميع و الا ما فينا نكفي هيك... يعني ما فيهن يضلن يتهمونا انو نحنا فرس و لازم نرجع على ايران...مش هيك بتبنى الاوطان,2,Neutral
1028,"المرأة الحديديه أشجع إمرأة في الخليج تتحدى الاخونج وتقول مجددا :"" انا مع التطبيع وغالبية الشعب الكويتي يريد التطبيع"". هذا هو وجه كويت الجميل.
<USER> <link>",<USER> <USER> كوهين. إذا الشعوب يريدون السلام فلا مشكلة. لكن أن تعقدوا اتفاقيات سلام مع حكام لايمثلون شعوبهم وغيرمنتخبين. فلن يتحقق لا سلام ولا أمن,4,Neutral
1029,أربعة أشخاص في الوقت الحالي يشكلون تهديد وجودي على بقاء دولة إسرائيل في المنظومة الدولية هم بالترتيب المشير ركن عبدالفتاح خليل السيسي و دولة مرزوق علي الغانم و أبو جهيم و فلاح ميجو … قومجية ومناضلين بحق,<USER> لا احد يهدد اسرائيل ... اسرائيل بس للاسف هي لي بتهدد ..كله كفاح ميكروفونات,3,Neutral
1030,"وعد التميمي من قرية النبي صالح يعمل في جهاز المخابرات
احد مستعربين السلطة الذي قام بسحل المتظاهرين في شوارع رام الله اليوم <link>","<USER> قرف يقرفه هو واخته اللي اعطوها لقب ما بتستحقه ، من لما شهروها حسيت انها شغل يا ناس شوفوني 
لا حب بالقضيه ولا سخام بس شهره",1,Neutral
1031,"لو #سمير_جعجع فعلاً ضد المسّ بالإحتياطي الإلزامي وبودائع الناس، كان دعم معركة الرئيس لفرض #التدقيق_المالي_الجنائي، مش كانت كتلتو النيابية اقترحت رفع السرّية المصرفيّة لمدّة ""عام واحد"" فقط لتعمل مخرج لسلطة الفساد وتهريب الأموال.
#السمّ_بالعسل <link>",<USER> اول باب للمحافظة على الاحتياطي الالزامي هو قانون الكابيتول كنترول! يلي ابراهيم كنعان ولجنة الموازنة ما اقرته من اول يوم، بعدين لازم يكون عندك وزراء كفوئين لوضع خطط للدعم!!!,3,Neutral
1032,أن تلف العالم فهذه ثقافة بحد ذاتها، ولكن أن تكون في #مصر يعني أن تعيش حضارةً قائمة بذاتها، أشارككم بصور من زيارتي قبل سنوات لدولة النيل وما تركتها لي من صور حفرت ذاكرتي بأحلى الذكريات <link>,<USER> عيب يا عم الحاج كده حتضرب العرب في بعضهم وكده ممكن نفهم غلط ونفتكر السيسي معاك فيما تفعل,3,Negative
